JGI Portal Name	Strain	T3PKS hits	NCBI taxid	Superkingdom	Phylum	Class	Order	Family	Genus	Species	Reference (Pubmed IDs)
PnitS608_1	Phycomyces nitens S608 v1.0	0	269771	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Phycomycetaceae	Phycomyces	Phycomyces nitens	NA
PnitS609_1	Phycomyces nitens S609 v1.0	0	269771	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Phycomycetaceae	Phycomyces	Phycomyces nitens	NA
Pocchl1	Pochonia chlamydosporia 170	0	1380566	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia	Pochonia chlamydosporia	27416025
Podan3	Podospora anserina S mat+	2	515849	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Podospora	Podospora anserina	18460219
Podans1	Podospora anserina mat+ v1.0	2	2587412	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Podospora	Podospora anserina	NA
Podap1	Podospora appendiculata CBS 314.62 v1.0	2	314037	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Podospora	Podospora appendiculata	NA
Podcur1	Podospora curvicolla TEP21a v1.0	2	48157	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Podospora	Podospora curvicolla	NA
Poddi1	Podospora didyma CBS 232.78 v1.0	1	330526	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Podospora	Podospora didyma	NA
Podjug1	Podosordaria jugoyasan CBS 670.77 v1.0	2	323548	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Podosordaria	Podosordaria jugoyasan	NA
Polagg1_1	Polychytrium aggregatum JEL109 v1.0	0	110093	Eukaryota	Chytridiomycota	Chytridiomycetes	Polychytriales	NA	Polychytrium	Polychytrium aggregatum	NA
Polar1	Polyporus arcularius v1.0	0	1314778	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus arcularius	30886374
Polbr1	Polyporus brumalis CIRM-BRFM 1820 v1.0	0	139420	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus brumalis	30061923
Polci1	Polychaeton citri v1.0	0	705562	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Polychaeton	Polychaeton citri	32206138
Polfu1	Polyplosphaeria fusca CBS 125425 v1.0	1	682080	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Tetraplosphaeriaceae	Polyplosphaeria	Polyplosphaeria fusca	32206138
Polhy1	Polytolypa hystricis UAMH 7299	0	1447883	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Polytolypa	Polytolypa hystricis	29540755
Polsie1	Polyphilus sieberi DSE2052 v1.0	1	2137868	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Polyphilus	Polyphilus sieberi	NA
Polsqu1	Polyporus squamosus CCBS 676 v1.0	0	5640	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus squamosus	33538380
Porchr1	Porodaedalea chrysoloma FP-135951 v1.0	0	74615	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Porodaedalea	Porodaedalea chrysoloma	NA
Pormuc1	Porpomyces mucidus OMC1666 v1.0	0	156595	Eukaryota	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Porpomyces	Porpomyces mucidus	NA
Pornie1_2	Porodaedalea niemelaei PN71-100-IP13 v1.0	0	175858	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Porodaedalea	Porodaedalea niemelaei	NA
Porpun1	Poronia punctata CBS 180.79 v1.0	2	101475	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Poronia	Poronia punctata	34797921
Pospl1	Postia placenta MAD 698-R v1.0	0	104341	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Postia	Postia placenta	19193860
PosplRSB12_1	Postia placenta MAD-698-R-SB12 v1.0	0	670580	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Postia	Postia placenta	28831381
Possti1	Postia stiptica OMC1664 v1.0	0	544579	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Postia	Postia stiptica	NA
Powhir1	Powellomyces hirtus BR81 v1.0	0	109895	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	Powellomyces hirtus	NA
PpacPPUFV02	Phakopsora pachyrhizi UFV02 v2.1	0	170000	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Phakopsoraceae	Phakopsora	Phakopsora pachyrhizi	NA
Proin1	Protomyces inouyei	0	27332	Eukaryota	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Protomyces	Protomyces inouyei	NA
Pse03VT05_1	Pseudogymnoascus sp. 03VT05	1	1622148	Eukaryota	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus sp. 03VT05	29295979
Pse1611_1	Pseudofusicoccum sp. LGMF1611 v1.0	0	2040933	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Pseudofusicoccum	Pseudofusicoccum sp.	NA
Psean1_1	Pseudozyma antarctica T-34	0	1151754	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces	Moesziomyces antarcticus	23558529
Pseel1	Pseudographis elatina	1	1695903	Eukaryota	Ascomycota	Leotiomycetes	Triblidiales	Triblidiaceae	Pseudographis	Pseudographis elatina	NA
Psefl1	Pseudozyma flocculosa PF-1	0	1277687	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma flocculosa	23800965
Psehu1	Pseudozyma hubeiensis SY62	0	1305764	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma hubeiensis	23814110
Psehy1	Pseudovirgaria hyperparasitica CBS 121739 v1.0	0	470096	Eukaryota	Ascomycota	Dothideomycetes	Acrospermales	Acrospermaceae	Pseudovirgaria	Pseudovirgaria hyperparasitica	32206138
Psemus1	Pseudocercospora musae CBS 116634	0	113226	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora musae	27513322
Psene1	Pseudoidium neolycopersici MF1 v1.0	1	1481248	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Pseudoidium	Pseudoidium neolycopersici	NA
Pseneu1	Pseudoloma neurophilia MK1	0	146866	Eukaryota	Microsporidia	NA	NA	NA	Pseudoloma	Pseudoloma neurophilia	27230544
Pseudest1	Pseudogymnoascus destructans 20631-21	1	658429	Eukaryota	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus destructans	27365344
Pseule1	Pseudocercospora ulei ERN8 v1.0	0	1740738	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora ulei	NA
Pseve2	Pseudomassariella vexata CBS 129021 v1.0	1	1141098	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Pseudomassariaceae	Pseudomassariella	Pseudomassariella vexata	28481340
Psever1	Pseudogymnoascus verrucosus UAMH 10579	1	342668	Eukaryota	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus verrucosus	29295979
PseVKM103_1	Pseudogymnoascus sp. VKM F-103	1	1420912	Eukaryota	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus sp. VKM F-103	25994131
PseVKM3775_1	Pseudogymnoascus sp. VKM F-3775	1	1420901	Eukaryota	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus sp. VKM F-3775	25994131
PseVKM4246_1	Pseudogymnoascus sp. VKM F-4246	1	1420902	Eukaryota	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus sp. VKM F-4246	25994131
PseVKM4514_1	Pseudogymnoascus sp. VKM F-4514	1	1891168	Eukaryota	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus sp.	25994131
PseVKM4520_1	Pseudogymnoascus sp. VKM F-4520	1	1891168	Eukaryota	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus sp.	25994131
Psicub1_1	Psilocybe cubensis v1.0	0	181762	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe cubensis	28763571
Psiser1	Psilocybe serbica v1.0	0	797126	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe serbica	28763571
Ptegra1	Pterula gracilis CBS309.79 v1.0	0	1884261	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Pterula	Pterula gracilis	30886374
PuccoNC29_1	Puccinia coronata avenae 12NC29	0	860303	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia coronata	28846186
PuccoSD80_1	Puccinia coronata avenae 12SD80	0	860303	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia coronata	28846186
Pucgr2	Puccinia graminis f. sp. tritici v2.0	0	56615	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia graminis	21536894;27913630
Pucst_PST78_1	Puccinia striiformis f. sp. tritici PST-78 v1.0	0	1165861	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia striiformis	27913634
Pucst1	Puccinia striiformis f. sp. tritici PST-130	0	875184	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia striiformis	21909385
Pucstr1	Puccinia striiformis f. sp. tritici 104 E137 A-	0	1238467	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia striiformis	29463659
Puctr1	Puccinia triticina 1-1 BBBD Race 1	0	630390	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia triticina	27913634
Punst1	Punctularia strigosozonata v1.0	0	741275	Eukaryota	Basidiomycota	Agaricomycetes	Corticiales	Punctulariaceae	Punctularia	Punctularia strigosozonata	22745431
Purli1	Purpureocillium lilacinum PLFJ-1	1	33203	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	Purpureocillium lilacinum	27416025
Pursp1	Purpureocillium sp. UdeA0106 v1.0	1	1323837	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	Purpureocillium sp. UdeA0106	NA
Pycci1	Pycnoporus cinnabarinus CIRM-BRFM 137 v1.0	0	5643	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes cinnabarina	24942338
Pyccin1	Pycnoporus cinnabarinus CIRM-BRFM 50 v1.0	0	5643	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes cinnabarina	NA
Pycco1	Pycnoporus coccineus CIRM-BRFM 310 v1.0	0	158605	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes coccinea	32531032
Pycco1662_1	Pycnoporus coccineus ?CIRM-BRFM 1662 v1.0	0	158605	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes coccinea	NA
Pycful1	Pycnoporellus fulgens PcyfulGre-SM17 v1.0	0	202718	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	NA	Pycnoporellus	Pycnoporellus fulgens	NA
Pycpun1	Pycnoporus puniceus CIRM-BRFM 1868 v1.0	0	571087	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes punicea	32531032
Pycsa1	Pycnoporus sanguineus CIRM-BRFM 1264 v1.0	0	158606	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes sanguinea	32531032
Pyrco1	Pyronema confluens CBS100304	0	1076935	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronema	Pyronema omphalodes	24068976
Pyrdom1	Pyronema domesticum CBS 144463 v1.0	0	47205	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronema	Pyronema domesticum	NA
Pyrinf1	Pyrenochaeta inflorescentiae CORFU0001 v1.0	0	531899	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Neopyrenochaetaceae	Neopyrenochaeta	Neopyrenochaeta inflorescentiae	NA
Pyrly1	Pyrenochaeta lycopersici MPI-SDFR-AT-0127 v1.0	2	285811	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pseudopyrenochaetaceae	Pseudopyrenochaeta	Pseudopyrenochaeta lycopersici	34893598
Pyrom1	Pyronema omphalodes CBS 144459 v1.0	0	337075	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronema	Pyronema omphalodes	NA
Pyrsp1	Pyrenochaeta sp. DS3sAY3a v1.0	0	765867	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	Pyrenochaeta sp. DS3sAY3a	27434633
Pyrtr1	Pyrenophora tritici-repentis	0	45151	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora tritici-repentis	23316438
Pyrtt1	Pyrenophora teres f. teres	1	861557	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora teres	21067574
Rac5018_1	Rachicladosporium sp. CCFEE 5018	0	1974281	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Rachicladosporium	Rachicladosporium sp. CCFEE 5018	28684563
Racan1	Rachicladosporium antarcticum CCFEE 5527	0	1507870	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Rachicladosporium	Rachicladosporium antarcticum	28684563
Radcon1	Radulomyces confluens OMC1631 v1.0	0	264109	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Radulomyces	Radulomyces confluens	NA
Radspe1	Radiomyces spectabilis NRRL 2753 v1.0	0	64574	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Radiomycetaceae	Radiomyces	Radiomyces spectabilis	NA
Ramac1	Ramaria rubella (R. acris) UT-36052-T v1.0	0	1314676	Eukaryota	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria acris	33046698
Rambr1	Ramicandelaber brevisporus CBS 109374 v1.0	0	304332	Eukaryota	Zoopagomycota	NA	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	Ramicandelaber brevisporus	NA
Resbic1	Resinicium bicolor OMC78 v1.0	0	98781	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	NA	Resinicium	Resinicium bicolor	NA
Rhanym2_1	Rhamphospora nymphaeae CBS 172.38 v1.0	0	62645	Eukaryota	Basidiomycota	Exobasidiomycetes	Doassansiales	Rhamphosporaceae	Rhamphospora	Rhamphospora nymphaeae	NA
Rhesp1	Rhexocercosporidium sp. MPI-PUGE-AT-0058 v1.0	1	2042821	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Rhexocercosporidium	Rhexocercosporidium sp. MPI-PUGE-AT-0058	34893598
Rhice1_1	Rhizophagus cerebriforme DAOM 227022 v1.0	0	658196	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus cerebriforme	30636349
Rhich1	Rhizopus microsporus var. chinensis CCTCC M201021	0	1271458	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus microsporus	23516228
Rhicl1	Rhizophagus clarus HR1	0	94130	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus clarus	29914365
Rhidi1	Rhizophagus diaphanus v1.0	0	1348878	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Oehlia	Oehlia diaphana	30636349
Rhier1	Rhizoscyphus ericae UAMH 7357 v1.0	1	2082293	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha hepaticicola	29315638
Rhihy1	Rhizoclosmatium globosum JEL800 v1.0	0	329046	Eukaryota	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytriomycetaceae	Rhizoclosmatium	Rhizoclosmatium globosum	28481340
Rhiir2_1	Rhizophagus irregularis DAOM 197198 v2.0	0	588596	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis	29355972
RhiirA1_1	Rhizophagus irregularis A1 v1.0	0	588596	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis	29355972
RhiirA4	Rhizophagus irregularis A4 v1.0	0	588596	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis	29355972
RhiirA5	Rhizophagus irregularis A5 v1.0	0	588596	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis	29355972
RhiirB3	Rhizophagus irregularis B3 v1.0	0	588596	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis	29355972
RhiirC2	Rhizophagus irregularis C2 v1.0	0	588596	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis	29355972
Rhili1	Rhizodiscina lignyota CBS 133067 v1.0	0	1504668	Eukaryota	Ascomycota	Dothideomycetes	Aulographales	Rhizodiscinaceae	Rhizodiscina	Rhizodiscina lignyota	32206138
Rhima1	Rhinocladiella mackenziei CBS 650.93	2	1442369	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	Rhinocladiella mackenziei	29326229
Rhimi_ATCC11559_1	Rhizopus microsporus ATCC11559 v1.0	0	58291	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus microsporus	27956601
Rhimi_ATCC52814_1	Rhizopus microsporus var. microsporus ATCC52814 v1.0	0	58291	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus microsporus	27956601
Rhimi1_1	Rhizopus microsporus var. microsporus ATCC52813 v1.0	0	1340429	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus microsporus	29184190
Rhior3	Rhizopus delemar 99-880 from Broad	0	246409	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus delemar	19578406
Rhisa1	Rhizopogon salebrosus TDB-379 v1.0	0	176626	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon salebrosus	NA
Rhiso1	Rhizoctonia solani AG-1 IB	0	1108050	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia solani	23280342
Rhisol1	Rhizoctonia solani AG-3 Rhs1AP	0	1086054	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia solani	25359908
Rhisola1	Rhizoctonia solani AG-8 WAC10335	0	1287689	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia solani	24810276
Rhitru1	Rhizopogon truncatus FC74 v1.0	0	98235	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon truncatus	NA
Rhiund1	Rhizina undulata CBS 300.56 v1.0	0	44645	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Rhizinaceae	Rhizina	Rhizina undulata	NA
Rhives1	Rhizopogon vesiculosus Smith	0	180088	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon vesiculosus	28450370
Rhivi1	Rhizopogon vinicolor AM-OR11-026 v1.0	0	1314800	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon vinicolor	28450370
Rhivul1	Rhizopogon vulgaris FC72 v1.0	0	36057	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon vulgaris	NA
Rhoba1_1	Rhodotorula graminis strain WP1 v1.1	0	578459	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula graminis	26441909
Rhobu1	Rhodocollybia butyracea CCBAS 279 v1.0	0	206335	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Rhodocollybia	Rhodocollybia butyracea	NA
Rhobut1_1	Rhodocollybia butyracea AH 40177 v1.0	0	206335	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Rhodocollybia	Rhodocollybia butyracea	33211093
RhoCCFEE5036_1	Rhodotorula sp. CCFEE 5036	0	1965284	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula sp. CCFEE 5036	32241854
Rhodia1_1	Rhodosporidium diobovatum 08-225 v1.0	0	5288	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula diobovata	NA
RhodotJ31_1	Rhodotorula mucilaginosa J31 v1.0	0	1907212	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula sp. J31	NA
Rhodsp1	Pseudomicrostroma glucosiphilum gen et sp. nov. MCA 4718 v1.0	0	1684307	Eukaryota	Basidiomycota	Exobasidiomycetes	Microstromatales	NA	Pseudomicrostroma	Pseudomicrostroma glucosiphilum	29771364
Rhoglu1	Rhodotorula glutinis v1.0	0	5535	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula glutinis	NA
Rhoglu91_1	Rhodosporidium glutinis ATCC 204091 v1.0	0	5535	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula glutinis	24526636
Rhomi1	Cystobasidium minutum MCA 4210 v1.0	0	1397322	Eukaryota	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium minutum	30264407
Rhomuc1	Rhodotorula mucilaginosa ATCC58901 v1.0	0	5537	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula mucilaginosa	NA
Rhosp1	Rhodotorula sp. JG-1b	0	1305733	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula sp. JG-1b	26988035
Rhota1	Rhodotorula taiwanensis MD1149	0	741276	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula taiwanensis	29375494
Rhoto_ATCC26217_1	Rhodosporidium toruloides ATCC26217 v1.0	0	5286	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides	NA
Rhoto_IFO0559_1	Rhodosporidium toruloides IFO0559_1	0	5286	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides	26479039
Rhoto_IFO0880_2	Rhodosporidium toruloides IFO0880 v2.0	0	5286	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides	26479039
Rhoto_IFO0880_4	Rhodosporidium toruloides IFO0880 v4.0	0	5286	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides	29521624
Rhoto_IFO1236_1	Rhodosporidium toruloides IFO1236_1	0	5286	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides	26479039
Rhoto1	Rhodosporidium toruloides NP11	0	1130832	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides	23047670
Rhyag1	Rhynchosporium agropyri 04CH RACA61	1	914238	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Rhynchosporium	Rhynchosporium agropyri	27875982
Rhyco1	Rhynchosporium commune UK7	1	914237	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Rhynchosporium	Rhynchosporium commune	27875982
Rhyru1_1	Rhytidhysteron rufulum	0	37885	Eukaryota	Ascomycota	Dothideomycetes	Hysteriales	Hysteriaceae	Rhytidhysteron	Rhytidhysteron rufulum	23236275
Rhyse1	Rhynchosporium secalis 02CH4 6a1	1	38038	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Rhynchosporium	Rhynchosporium secalis	27875982
Ricfib1	Rickenella fibula HBK330-10 v1.0	0	264144	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	NA	Rickenella	Rickenella fibula	30368779
Ricme1	Peniophora sp. v1.0	0	40463	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	NA	26659563
Ricmel1	Rickenella mellea v1.0 (SZMC22713)	0	50990	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	NA	Rickenella	Rickenella mellea	30902897
Rigmic1	Rigidoporus microporus ED310 v1.0	0	219653	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae	Rigidoporus	Rigidoporus microporus	32251355
Rorror1	Roridomyces roridus 9284 v1.0	1	1738132	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	NA	Roridomyces	Roridomyces roridus	NA
Roscor1	Rosellinia corticium 1501 v1.0	2	323533	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Rosellinia	Rosellinia corticium	NA
Rosne1	Rosellinia necatrix W97	2	77044	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Rosellinia	Rosellinia necatrix	29688132
Roster1	Rostrohypoxylon terebratum CBS 119137 v1.0	1	392036	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Rostrohypoxylon	Rostrohypoxylon terebratum	34797921
Rozal_SC1	Rozella allomycis CSF55 single-cell v1.0	0	281847	Eukaryota	Cryptomycota	NA	NA	NA	Rozella	Rozella allomycis	30297742
Rozal1_1	Rozella allomycis CSF55	0	988480	Eukaryota	Cryptomycota	NA	NA	NA	Rozella	Rozella allomycis	23932404
